family_group,family,task_id,m,n,config_id,block_size,num_warps,num_stages,shape_json,config_json,median_ms,effective_gbps,score,validation_error
A,softmax,softmax_m4096_n1024,4096,1024,13,1024,8,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 2, ""num_warps"": 8}",0.01158399973064661,1448.3094259415618,4.458130466590968,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,14,1024,8,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 3, ""num_warps"": 8}",0.01158399973064661,1448.3094259415618,4.458130466590968,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,15,1024,8,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 4, ""num_warps"": 8}",0.01158399973064661,1448.3094259415618,4.458130466590968,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,16,2048,1,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 1}",0.01196799986064434,1401.8395885155649,4.425518869394038,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,17,2048,1,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 1}",0.011935999616980553,1405.5979003327188,4.428196267610163,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,18,2048,1,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 1}",0.011935999616980553,1405.5979003327188,4.428196267610163,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,19,2048,1,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 1}",0.01196799986064434,1401.8395885155649,4.425518869394038,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,20,2048,2,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 2}",0.010528000071644783,1593.5805362678827,4.55371689759401,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,21,2048,2,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 2}",0.010528000071644783,1593.5805362678827,4.55371689759401,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,22,2048,2,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 2}",0.010528000071644783,1593.5805362678827,4.55371689759401,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,23,2048,2,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 2}",0.010528000071644783,1593.5805362678827,4.55371689759401,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,24,2048,4,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 4}",0.010304000228643417,1628.2235663545612,4.575223087430367,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,25,2048,4,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 4}",0.01027199998497963,1633.2959525440722,4.578333533496795,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,26,2048,4,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 4}",0.01027199998497963,1633.2959525440722,4.578333533496795,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,27,2048,4,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 4}",0.01027199998497963,1633.2959525440722,4.578333533496795,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,28,2048,8,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 8}",0.01244799979031086,1347.7840844003604,4.386195328391309,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,29,2048,8,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 8}",0.01244799979031086,1347.7840844003604,4.386195328391309,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,30,2048,8,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 8}",0.012480000033974648,1344.3282014685035,4.383627913318528,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,31,2048,8,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 8}",0.01244799979031086,1347.7840844003604,4.386195328391309,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,32,4096,1,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 1}",0.019648000597953796,853.8892248276514,3.9297796965840894,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,33,4096,1,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 1}",0.019648000597953796,853.8892248276514,3.9297796965840894,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,34,4096,1,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 1}",0.019680000841617584,852.500776550831,3.9281523445929096,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,35,4096,1,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 1}",0.01961600035429001,855.2822031495748,3.9314097011670595,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,36,4096,2,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 2}",0.015552000142633915,1078.7818831101542,4.163566022092635,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,37,4096,2,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 2}",0.015584000386297703,1076.5667084268964,4.161510507293861,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,38,4096,2,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 2}",0.015519999898970127,1081.0061926039896,4.165625770736721,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,39,4096,2,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 2}",0.015552000142633915,1078.7818831101542,4.163566022092635,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,40,4096,4,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 4}",0.014431999996304512,1162.5011089451225,4.238307315917932,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,41,4096,4,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 4}",0.014431999996304512,1162.5011089451225,4.238307315917932,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,42,4096,4,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 4}",0.0144640002399683,1159.9291842957525,4.236092458741588,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,43,4096,4,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 4}",0.014431999996304512,1162.5011089451225,4.238307315917932,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,44,4096,8,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 8}",0.01500799972563982,1117.8848818432234,4.199171904999197,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,45,4096,8,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 8}",0.01500799972563982,1117.8848818432234,4.199171904999197,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,46,4096,8,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 8}",0.014944000169634819,1122.6723641297963,4.203445386144284,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,47,4096,8,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 8}",0.01500799972563982,1117.8848818432234,4.199171904999197,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,48,8192,1,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 1}",0.04102399945259094,408.96100389696176,3.193598031027562,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,49,8192,1,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 1}",0.04102399945259094,408.96100389696176,3.193598031027562,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,50,8192,1,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 1}",0.04102399945259094,408.96100389696176,3.193598031027562,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,51,8192,1,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 1}",0.04105599969625473,408.64224776215775,3.1928182979472273,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,52,8192,2,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 2}",0.032416000962257385,517.5597082297122,3.4291031212312215,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,53,8192,2,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 2}",0.032416000962257385,517.5597082297122,3.4291031212312215,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,54,8192,2,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 2}",0.032416000962257385,517.5597082297122,3.4291031212312215,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,55,8192,2,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 2}",0.03248000144958496,516.539878424617,3.427130719058582,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,56,8192,4,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 4}",0.02611199952661991,642.5098155695218,3.6453603183292738,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,57,8192,4,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 4}",0.02611199952661991,642.5098155695218,3.6453603183292738,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,58,8192,4,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 4}",0.02611199952661991,642.5098155695218,3.6453603183292738,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,59,8192,4,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 4}",0.0261439997702837,641.7233838515269,3.644135569091123,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,60,8192,8,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 8}",0.023264000192284584,721.1664314533534,3.7608481693657003,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,61,8192,8,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 8}",0.023231999948620796,722.1597812114323,3.7622246425513217,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,62,8192,8,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 8}",0.023231999948620796,722.1597812114323,3.7622246425513217,7.62939453125e-06
A,softmax,softmax_m4096_n1024,4096,1024,63,8192,8,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 8}",0.023231999948620796,722.1597812114323,3.7622246425513217,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,0,2048,1,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 1}",0.013791999779641628,1824.6682426102757,4.28366658103806,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,1,2048,1,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 1}",0.013791999779641628,1824.6682426102757,4.28366658103806,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,2,2048,1,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 1}",0.013824000023305416,1820.4444413754184,4.281349065234571,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,3,2048,1,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 1}",0.013791999779641628,1824.6682426102757,4.28366658103806,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,4,2048,2,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 2}",0.011455999687314034,2196.7374901264825,4.469241696058363,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,5,2048,2,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 2}",0.011455999687314034,2196.7374901264825,4.469241696058363,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,6,2048,2,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 2}",0.011455999687314034,2196.7374901264825,4.469241696058363,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,7,2048,2,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 2}",0.011455999687314034,2196.7374901264825,4.469241696058363,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,8,2048,4,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 4}",0.011296000331640244,2227.852625810412,4.483306568872164,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,9,2048,4,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 4}",0.011264000087976456,2234.181800731943,4.486143471756041,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,10,2048,4,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 4}",0.011264000087976456,2234.181800731943,4.486143471756041,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,11,2048,4,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 4}",0.011264000087976456,2234.181800731943,4.486143471756041,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,12,2048,8,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 8}",0.013376000337302685,1881.416220498898,4.314293197422785,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,13,2048,8,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 8}",0.013344000093638897,1885.9280443198274,4.316688426348443,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,14,2048,8,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 8}",0.013344000093638897,1885.9280443198274,4.316688426348443,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,15,2048,8,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 8}",0.013344000093638897,1885.9280443198274,4.316688426348443,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,16,4096,1,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 1}",0.020864000543951988,1206.184017632947,3.8697300671665764,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,17,4096,1,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 1}",0.020864000543951988,1206.184017632947,3.8697300671665764,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,18,4096,1,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 1}",0.020927999168634415,1202.4954606132142,3.866667343432387,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,19,4096,1,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 1}",0.020896000787615776,1204.3368611909116,3.8681974881959382,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,20,4096,2,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 2}",0.016448000445961952,1530.0233048192986,4.107551362595937,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,21,4096,2,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 2}",0.016448000445961952,1530.0233048192986,4.107551362595937,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,22,4096,2,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 2}",0.016448000445961952,1530.0233048192986,4.107551362595937,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,23,4096,2,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 2}",0.016448000445961952,1530.0233048192986,4.107551362595937,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,24,4096,4,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 4}",0.014879999682307243,1691.251649011989,4.207737270927511,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,25,4096,4,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 4}",0.014879999682307243,1691.251649011989,4.207737270927511,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,26,4096,4,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 4}",0.014879999682307243,1691.251649011989,4.207737270927511,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,27,4096,4,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 4}",0.014879999682307243,1691.251649011989,4.207737270927511,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,28,4096,8,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 8}",0.015519999898970127,1621.509288905984,4.165625770736721,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,29,4096,8,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 8}",0.015519999898970127,1621.509288905984,4.165625770736721,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,30,4096,8,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 8}",0.015519999898970127,1621.509288905984,4.165625770736721,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,31,4096,8,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 8}",0.015552000142633915,1618.1728246652312,4.163566022092635,7.62939453125e-06
A,softmax,softmax_m4096_n1536,4096,1536,32,8192,1,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 1}",0.04188799858093262,600.7884084358105,3.1727559231323075,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,33,8192,1,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 1}",0.04188799858093262,600.7884084358105,3.1727559231323075,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,34,8192,1,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 1}",0.04188799858093262,600.7884084358105,3.1727559231323075,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,35,8192,1,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 1}",0.04188799858093262,600.7884084358105,3.1727559231323075,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,36,8192,2,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 2}",0.03331200033426285,755.4582056759843,3.4018375765152715,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,37,8192,2,2,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 2}",0.03331200033426285,755.4582056759843,3.4018375765152715,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,38,8192,2,3,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 2}",0.03331200033426285,755.4582056759843,3.4018375765152715,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,39,8192,2,4,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 2}",0.033376000821590424,754.0095691668553,3.3999181755475716,3.814697265625e-06
A,softmax,softmax_m4096_n1536,4096,1536,40,8192,4,1,"{""family"": ""softmax"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 4}",0.02687999978661537,936.2285788607435,3.6163727712656044,7.62939453125e-06
