family_group,family,task_id,m,n,config_id,block_size,num_warps,num_stages,shape_json,config_json,median_ms,effective_gbps,score,validation_error
A,layernorm,layernorm_m4096_n512,4096,512,56,4096,4,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 4}",0.009920000098645687,845.625798042607,4.613202347741234,0.25390625
A,layernorm,layernorm_m4096_n512,4096,512,57,4096,4,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 4}",0.009920000098645687,845.625798042607,4.613202347741234,0.25390625
A,layernorm,layernorm_m4096_n512,4096,512,58,4096,4,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 4}",0.009920000098645687,845.625798042607,4.613202347741234,0.25390625
A,layernorm,layernorm_m4096_n512,4096,512,59,4096,4,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 4}",0.009920000098645687,845.625798042607,4.613202347741234,0.25390625
A,layernorm,layernorm_m4096_n512,4096,512,60,4096,8,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 8}",0.01142400037497282,734.2968946654958,4.472038840561658,0.25390625
A,layernorm,layernorm_m4096_n512,4096,512,61,4096,8,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 8}",0.01142400037497282,734.2968946654958,4.472038840561658,0.25390625
A,layernorm,layernorm_m4096_n512,4096,512,62,4096,8,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 8}",0.01142400037497282,734.2968946654958,4.472038840561658,0.25390625
A,layernorm,layernorm_m4096_n512,4096,512,63,4096,8,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 8}",0.011455999687314034,732.2458300421608,4.469241696058363,0.25390625
A,layernorm,layernorm_m4096_n512,4096,512,64,8192,1,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 1}",0.02143999934196472,391.25971350105846,3.8424969734714804,0.5
A,layernorm,layernorm_m4096_n512,4096,512,65,8192,1,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 1}",0.021503999829292297,390.0952411919765,3.839516322579814,0.5
A,layernorm,layernorm_m4096_n512,4096,512,66,8192,1,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 1}",0.02147199958562851,390.67660962580334,3.841005537491091,0.5
A,layernorm,layernorm_m4096_n512,4096,512,67,8192,1,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 1}",0.02147199958562851,390.67660962580334,3.841005537491091,0.5
A,layernorm,layernorm_m4096_n512,4096,512,68,8192,2,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 2}",0.01539199985563755,544.9979261094878,4.173907394437844,0.5
A,layernorm,layernorm_m4096_n512,4096,512,69,8192,2,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 2}",0.01539199985563755,544.9979261094878,4.173907394437844,0.5
A,layernorm,layernorm_m4096_n512,4096,512,70,8192,2,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 2}",0.01539199985563755,544.9979261094878,4.173907394437844,0.5
A,layernorm,layernorm_m4096_n512,4096,512,71,8192,2,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 2}",0.01539199985563755,544.9979261094878,4.173907394437844,0.5
A,layernorm,layernorm_m4096_n512,4096,512,72,8192,4,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 4}",0.015135999768972397,554.2156532795398,4.190679281936066,0.5
A,layernorm,layernorm_m4096_n512,4096,512,73,8192,4,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 4}",0.015168000012636185,553.0464130413768,4.1885673326363895,0.5
A,layernorm,layernorm_m4096_n512,4096,512,74,8192,4,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 4}",0.015168000012636185,553.0464130413768,4.1885673326363895,0.5
A,layernorm,layernorm_m4096_n512,4096,512,75,8192,4,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 4}",0.015168000012636185,553.0464130413768,4.1885673326363895,0.5
A,layernorm,layernorm_m4096_n512,4096,512,76,8192,8,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 8}",0.01539199985563755,544.9979261094878,4.173907394437844,0.5
A,layernorm,layernorm_m4096_n512,4096,512,77,8192,8,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 8}",0.01539199985563755,544.9979261094878,4.173907394437844,0.5
A,layernorm,layernorm_m4096_n512,4096,512,78,8192,8,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 8}",0.01539199985563755,544.9979261094878,4.173907394437844,0.5
A,layernorm,layernorm_m4096_n512,4096,512,79,8192,8,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 512}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 8}",0.01539199985563755,544.9979261094878,4.173907394437844,0.5
A,layernorm,layernorm_m4096_n1024,4096,1024,0,1024,1,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 1, ""num_warps"": 1}",0.008767999708652496,1913.459917596005,4.73664658200498,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,1,1024,1,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 2, ""num_warps"": 1}",0.008767999708652496,1913.459917596005,4.73664658200498,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,2,1024,1,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 3, ""num_warps"": 1}",0.008767999708652496,1913.459917596005,4.73664658200498,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,3,1024,1,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 4, ""num_warps"": 1}",0.008767999708652496,1913.459917596005,4.73664658200498,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,4,1024,2,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 1, ""num_warps"": 2}",0.008767999708652496,1913.459917596005,4.73664658200498,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,5,1024,2,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 2, ""num_warps"": 2}",0.008767999708652496,1913.459917596005,4.73664658200498,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,6,1024,2,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 3, ""num_warps"": 2}",0.008767999708652496,1913.459917596005,4.73664658200498,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,7,1024,2,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 4, ""num_warps"": 2}",0.008767999708652496,1913.459917596005,4.73664658200498,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,8,1024,4,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 1, ""num_warps"": 4}",0.009184000082314014,1826.7874400729302,4.690292430442163,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,9,1024,4,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 2, ""num_warps"": 4}",0.009184000082314014,1826.7874400729302,4.690292430442163,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,10,1024,4,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 3, ""num_warps"": 4}",0.009151999838650227,1833.1748574937005,4.693782861974697,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,11,1024,4,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 4, ""num_warps"": 4}",0.009151999838650227,1833.1748574937005,4.693782861974697,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,12,1024,8,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 1, ""num_warps"": 8}",0.011264000087976456,1489.4545338212952,4.486143471756041,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,13,1024,8,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 2, ""num_warps"": 8}",0.011264000087976456,1489.4545338212952,4.486143471756041,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,14,1024,8,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 3, ""num_warps"": 8}",0.011264000087976456,1489.4545338212952,4.486143471756041,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,15,1024,8,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 1024, ""num_stages"": 4, ""num_warps"": 8}",0.011264000087976456,1489.4545338212952,4.486143471756041,0.001953125
A,layernorm,layernorm_m4096_n1024,4096,1024,16,2048,1,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 1}",0.009119999594986439,1839.6070992396735,4.69728551930528,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,17,2048,1,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 1}",0.009151999838650227,1833.1748574937005,4.693782861974697,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,18,2048,1,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 1}",0.009119999594986439,1839.6070992396735,4.69728551930528,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,19,2048,1,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 1}",0.009119999594986439,1839.6070992396735,4.69728551930528,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,20,2048,2,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 2}",0.009440000168979168,1777.2474258137934,4.662799280924392,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,21,2048,2,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 2}",0.009440000168979168,1777.2474258137934,4.662799280924392,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,22,2048,2,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 2}",0.009472000412642956,1771.2431660799182,4.659415157275987,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,23,2048,2,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 2}",0.009440000168979168,1777.2474258137934,4.662799280924392,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,24,2048,4,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 4}",0.009344000369310379,1795.5067783498193,4.673020813372467,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,25,2048,4,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 4}",0.009312000125646591,1801.6769516350337,4.676451374500079,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,26,2048,4,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 4}",0.009312000125646591,1801.6769516350337,4.676451374500079,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,27,2048,4,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 4}",0.009312000125646591,1801.6769516350337,4.676451374500079,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,28,2048,8,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 8}",0.011552000418305397,1452.3212770503958,4.46089666062102,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,29,2048,8,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 8}",0.011552000418305397,1452.3212770503958,4.46089666062102,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,30,2048,8,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 8}",0.011552000418305397,1452.3212770503958,4.46089666062102,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,31,2048,8,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 8}",0.011552000418305397,1452.3212770503958,4.46089666062102,0.0234375
A,layernorm,layernorm_m4096_n1024,4096,1024,32,4096,1,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 1}",0.01152000017464161,1456.3555334774067,4.46367060855453,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,33,4096,1,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 1}",0.01152000017464161,1456.3555334774067,4.46367060855453,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,34,4096,1,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 1}",0.01152000017464161,1456.3555334774067,4.46367060855453,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,35,4096,1,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 1}",0.01152000017464161,1456.3555334774067,4.46367060855453,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,36,4096,2,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 2}",0.011103999800980091,1510.9164535935208,4.500449893140951,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,37,4096,2,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 2}",0.011136000044643879,1506.5747066038666,4.497572171381104,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,38,4096,2,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 2}",0.011103999800980091,1510.9164535935208,4.500449893140951,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,39,4096,2,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 2}",0.011136000044643879,1506.5747066038666,4.497572171381104,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,40,4096,4,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 4}",0.011008000001311302,1524.09302307426,4.509132997672027,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,41,4096,4,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 4}",0.011008000001311302,1524.09302307426,4.509132997672027,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,42,4096,4,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 4}",0.011008000001311302,1524.09302307426,4.509132997672027,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,43,4096,4,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 4}",0.011008000001311302,1524.09302307426,4.509132997672027,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,44,4096,8,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 8}",0.012191999703645706,1376.0840229501648,4.406975304345122,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,45,4096,8,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 8}",0.012191999703645706,1376.0840229501648,4.406975304345122,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,46,4096,8,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 8}",0.012191999703645706,1376.0840229501648,4.406975304345122,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,47,4096,8,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 8}",0.012191999703645706,1376.0840229501648,4.406975304345122,0.072265625
A,layernorm,layernorm_m4096_n1024,4096,1024,48,8192,1,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 1}",0.022272000089287758,753.2873533019333,3.804424990821159,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,49,8192,1,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 1}",0.022304000332951546,752.2065884842025,3.8029892294761387,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,50,8192,1,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 1}",0.022304000332951546,752.2065884842025,3.8029892294761387,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,51,8192,1,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 1}",0.022336000576615334,751.1289204373005,3.801555526586661,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,52,8192,2,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 2}",0.016224000602960587,1034.0985808973937,4.121263614408635,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,53,8192,2,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 2}",0.016224000602960587,1034.0985808973937,4.121263614408635,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,54,8192,2,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 2}",0.016224000602960587,1034.0985808973937,4.121263614408635,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,55,8192,2,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 2}",0.016256000846624374,1032.0629383753912,4.119293155505336,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,56,8192,4,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 4}",0.01603199914097786,1046.4830900045,4.133168607661404,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,57,8192,4,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 4}",0.01603199914097786,1046.4830900045,4.133168607661404,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,58,8192,4,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 4}",0.01603199914097786,1046.4830900045,4.133168607661404,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,59,8192,4,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 4}",0.01603199914097786,1046.4830900045,4.133168607661404,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,60,8192,8,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 1, ""num_warps"": 8}",0.016127999871969223,1040.2539765119373,4.127198395031595,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,61,8192,8,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 2, ""num_warps"": 8}",0.016095999628305435,1042.3220916641062,4.129184508157165,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,62,8192,8,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 3, ""num_warps"": 8}",0.016095999628305435,1042.3220916641062,4.129184508157165,0.162109375
A,layernorm,layernorm_m4096_n1024,4096,1024,63,8192,8,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1024}","{""block_size"": 8192, ""num_stages"": 4, ""num_warps"": 8}",0.016095999628305435,1042.3220916641062,4.129184508157165,0.162109375
A,layernorm,layernorm_m4096_n1536,4096,1536,0,2048,1,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 1}",0.011136000044643879,2259.8620599058004,4.497572171381104,0.0078125
A,layernorm,layernorm_m4096_n1536,4096,1536,1,2048,1,2,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 1}",0.011168000288307667,2253.386761311902,4.494702707146606,0.0078125
A,layernorm,layernorm_m4096_n1536,4096,1536,2,2048,1,3,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 1}",0.011136000044643879,2259.8620599058004,4.497572171381104,0.0078125
A,layernorm,layernorm_m4096_n1536,4096,1536,3,2048,1,4,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 1}",0.011136000044643879,2259.8620599058004,4.497572171381104,0.0078125
A,layernorm,layernorm_m4096_n1536,4096,1536,4,2048,2,1,"{""family"": ""layernorm"", ""group_count"": null, ""k"": null, ""m"": 4096, ""n"": 1536}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 2}",0.011136000044643879,2259.8620599058004,4.497572171381104,0.0078125
